Month,,Precipitation
19530212,0.3047619, 
19530213,0.000000, 
19530214,0.000000, 
19530215,0.9523810E-02
19530216,0.000000, 
19530217,1.538095, 
19530218,0.3809523, 
19530219,1.785715, 
19530220,0.1857143, 
19530221,0.1285714, 
19530222,0.1857143, 
19530223,0.4761905E-02
19530224,0.1904762E-01
19530225,0.9523810E-01
19530226,0.000000, 
19530227,0.000000, 
19530228,0.000000, 
19530301,0.000000, 
19530302,0.000000, 
19530303,0.000000, 
19530304,1.719048, 
19530305,0.1428572E-01
19530306,0.1523809, 
19530307,6.109524, 
19530308,0.000000, 
19530309,0.4761905E-01
19530310,0.000000, 
19530311,0.000000, 
19530312,0.000000, 
19530313,0.000000, 
19530314,0.000000, 
19530315,0.000000, 
19530316,0.000000, 
19530317,0.000000, 
19530318,0.000000, 
19530319,0.000000, 
19530320,0.000000, 
19530321,0.000000, 
19530322,0.000000, 
19530323,0.000000, 
19530324,0.000000, 
19530325,0.000000, 
19530326,0.000000, 
19530327,0.000000, 
19530328,0.9666667, 
19530329,0.000000, 
19530330,1.009524, 
19530331,0.2952381, 
19530401,0.000000, 
19530402,0.000000, 
19530403,0.000000, 
19530404,0.6619048, 
19530405,2.338095, 
19530406,1.576191, 
19530407,2.747619, 
19530408,0.000000, 
19530409,0.4047619, 
19530410,0.000000, 
19530411,0.000000, 
19530412,0.000000, 
19530413,3.033334, 
19530414,0.9000000, 
19530415,0.2666666, 
19530416,0.000000, 
19530417,0.000000, 
19530418,0.000000, 
19530419,0.000000, 
19530420,0.000000, 
19530421,0.000000, 
19530422,0.000000, 
19530423,0.000000, 
19530424,0.000000, 
19530425,0.000000, 
19530426,0.000000, 
19530427,0.000000, 
19530428,4.161904, 
19530429,0.000000, 
19530430,0.000000, 
19530501,0.000000, 
19530502,0.000000, 
19530503,0.000000, 
19530504,0.000000, 
19530505,1.871428, 
19530506,2.776190, 
19530507,0.1904762, 
19530508,3.695238, 
19530509,1.228572, 
19530510,0.8380952, 
19530511,0.4380952, 
19530512,0.6666667E-01
19530513,0.000000, 
19530514,0.000000, 
19530515,0.000000, 
19530516,0.000000, 
19530517,1.228572, 
19530518,0.6476191, 
19530519,0.000000, 
19530520,0.000000, 
19530521,1.671429, 
19530522,4.785714, 
19530523,0.000000, 
19530524,0.000000, 
19530525,0.000000, 
19530526,2.295238, 
19530527,1.666667, 
19530528,0.000000, 
19530529,4.885714, 
19530530,3.623809, 
19530531,0.9380954, 
19530601,2.500000, 
19530602,0.1428572E-01
19530603,25.63334, 
19530604,4.266666, 
19530605,0.000000, 
19530606,0.000000, 
19530607,0.000000, 
19530608,13.41429, 
19530609,39.09525, 
19530610,1.466667, 
19530611,10.62381, 
19530612,6.323809, 
19530613,1.538095, 
19530614,0.000000, 
19530615,5.395238, 
19530616,18.11905, 
19530617,6.466667, 
19530618,21.70953, 
19530619,0.000000, 
19530620,0.000000, 
19530621,0.000000, 
19530622,0.000000, 
19530623,0.000000, 
19530624,20.87143, 
19530625,0.8095238E-01
19530626,15.64286, 
19530627,11.24762, 
19530628,0.000000, 
19530629,0.000000, 
19530630,0.000000, 
19530701,0.000000, 
19530702,0.000000, 
19530703,0.000000, 
19530704,0.6047618, 
19530705,0.000000, 
19530706,1.485714, 
19530707,0.9523810E-01
19530708,5.223811, 
19530709,0.4761905E-01
19530710,1.871428, 
19530711,1.623809, 
19530712,0.000000, 
19530713,1.642857, 
19530714,7.171428, 
19530715,1.804762, 
19530716,0.4761905E-02
19530717,4.033334, 
19530718,2.257143, 
19530719,4.852381, 
19530720,1.142857, 
19530721,0.000000, 
19530722,0.8047619, 
19530723,5.538095, 
19530724,0.000000, 
19530725,0.000000, 
19530726,1.571429, 
19530727,5.352382, 
19530728,0.9523810E-02
19530729,0.4761905E-02
19530730,0.8285714, 
19530731,8.171429, 
19530801,0.7809525, 
19530802,1.647619, 
19530803,0.6666666, 
19530804,3.233333, 
19530805,0.3285714, 
19530806,2.366667, 
19530807,1.185714, 
19530808,0.000000, 
19530809,0.000000, 
19530810,0.000000, 
19530811,0.000000, 
19530812,0.000000, 
19530813,0.000000, 
19530814,0.000000, 
19530815,0.000000, 
19530816,3.990476, 
19530817,0.000000, 
19530818,0.1000000, 
19530819,0.000000, 
19530820,2.828572, 
19530821,0.5809523, 
19530822,0.000000, 
19530823,0.000000, 
19530824,1.838095, 
19530825,0.5238095E-01
19530826,0.6523808, 
19530827,1.161905, 
19530828,0.1571428, 
19530829,3.371428, 
19530830,3.942857, 
19530831,0.3190476, 
19530901,0.000000, 
19530902,2.871428, 
19530903,0.000000, 
19530904,0.000000, 
19530905,0.000000, 
19530906,0.000000, 
19530907,0.000000, 
19530908,0.000000, 
19530909,0.4523810, 
19530910,2.614286, 
19530911,1.876191, 
19530912,4.695238, 
19530913,0.9095239, 
19530914,0.000000, 
19530915,0.000000, 
19530916,0.000000, 
19530917,2.528571, 
19530918,1.609524, 
19530919,0.8428572, 
19530920,0.4047620, 
19530921,0.1333333, 
19530922,0.4761905E-02
19530923,0.4761905E-02
19530924,0.8571428E-01
19530925,0.000000, 
19530926,0.000000, 
19530927,0.000000, 
19530928,0.6190477E-01
19530929,0.000000, 
19530930,0.000000, 
19531001,0.4761905E-01
19531002,0.000000, 
19531003,0.000000, 
19531004,0.3190475, 
19531005,0.000000, 
19531006,0.1428571, 
19531007,0.3095238, 
19531008,0.000000, 
19531009,0.000000, 
19531010,0.000000, 
19531011,0.000000, 
19531012,0.000000, 
19531013,0.000000, 
19531014,0.000000, 
19531015,0.000000, 
19531016,0.000000, 
19531017,2.804761, 
19531018,0.000000, 
19531019,0.000000, 
19531020,0.000000, 
19531021,0.000000, 
19531022,0.000000, 
19531023,0.000000, 
19531024,0.000000, 
19531025,0.000000, 
19531026,0.000000, 
19531027,0.000000, 
19531028,0.000000, 
19531029,3.885715, 
19531030,0.2857143E-01
19531031,0.000000, 
19531101,0.000000, 
19531102,0.000000, 
19531103,1.138095, 
19531104,0.1904762E-01
19531105,0.000000, 
19531106,0.000000, 
19531107,0.000000, 
19531108,0.2238095, 
19531109,0.4761905E-02
19531110,0.2857143E-01
19531111,0.000000, 
19531112,0.1428572E-01
19531113,3.038095, 
19531114,12.68095, 
19531115,0.000000, 
19531116,0.000000, 
19531117,0.000000, 
19531118,0.000000, 
19531119,0.1809524, 
19531120,6.404761, 
19531121,0.2380952, 
19531122,0.1904762E-01
19531123,0.000000, 
19531124,0.000000, 
19531125,0.000000, 
19531126,0.000000, 
19531127,0.000000, 
19531128,0.000000, 
19531129,0.000000, 
19531130,0.000000, 
19531201,0.000000, 
19531202,0.9523810E-02
19531203,0.3809524E-01
19531204,0.000000, 
19531205,0.1428572E-01
19531206,0.000000, 
19531207,0.000000, 
19531208,0.000000, 
19531209,0.000000, 
19531210,11.28571, 
19531211,0.7000001, 
19531212,0.6666667E-01
19531213,0.000000, 
19531214,0.000000, 
19531215,0.000000, 
19531216,0.9523810E-02
19531217,0.000000, 
19531218,0.1523810, 
19531219,0.000000, 
19531220,0.000000, 
19531221,0.2380952E-01
19531222,0.000000, 
19531223,0.1904762E-01
19531224,0.3904762, 
19531225,0.7619049E-01
19531226,1.595238, 
19531227,6.285715, 
19531228,3.114286, 
19531229,0.3809524E-01
19531230,0.6190477E-01
19531231,0.9523810E-02
19540101,1.043478, 
19540102,3.126087, 
19540103,3.686957, 
19540104,1.986956, 
19540105,0.000000, 
19540106,0.000000, 
19540107,0.1391304, 
19540108,1.313043, 
19540109,5.117391, 
19540110,0.5913043, 
19540111,1.943478, 
19540112,2.704348, 
19540113,1.139131, 
19540114,2.152174, 
19540115,3.608695, 
19540116,0.5130436, 
19540117,0.7652174, 
19540118,0.4739131, 
19540119,1.869565, 
19540120,0.4739130, 
19540121,0.1695652, 
19540122,0.7652174, 
19540123,1.082609, 
19540124,0.8565217, 
19540125,0.1695652, 
19540126,0.000000, 
19540127,0.000000, 
19540128,0.000000, 
19540129,0.000000, 
19540130,0.000000, 
19540131,0.000000, 
19540201,0.000000, 
19540202,0.000000, 
19540203,0.000000, 
19540204,0.000000, 
19540205,0.000000, 
19540206,0.000000, 
19540207,0.000000, 
19540208,0.000000, 
19540209,0.5217392E-01
19540210,0.1130435, 
19540211,0.000000, 
19540212,0.000000, 
19540213,0.000000, 
19540214,0.000000, 
19540215,0.2173913, 
19540216,2.700000, 
19540217,0.000000, 
19540218,0.000000, 
19540219,0.000000, 
19540220,0.000000, 
19540221,0.000000, 
19540222,0.000000, 
19540223,0.3478261E-01
19540224,0.3000000, 
19540225,2.208696, 
19540226,2.356521, 
19540227,1.878261, 
19540228,0.8521739, 
19540301,0.3695652, 
19540302,0.8260869E-01
19540303,0.000000, 
19540304,0.4347826E-01
19540305,0.3652174, 
19540306,0.000000, 
19540307,0.000000, 
19540308,0.000000, 
19540309,0.000000, 
19540310,0.000000, 
19540311,0.000000, 
19540312,0.000000, 
19540313,0.000000, 
19540314,0.000000, 
19540315,0.000000, 
19540316,0.000000, 
19540317,0.000000, 
19540318,0.000000, 
19540319,0.000000, 
19540320,0.000000, 
19540321,0.000000, 
19540322,0.000000, 
19540323,0.000000, 
19540324,0.3434783, 
19540325,3.039130, 
19540326,4.782608, 
19540327,1.460870, 
19540328,1.208696, 
19540329,0.7956522, 
19540330,1.730435, 
19540331,3.717391, 
19540401,2.500000, 
19540402,4.082608, 
19540403,6.860869, 
19540404,2.643478, 
19540405,0.2347826, 
19540406,0.1043478, 
19540407,0.1478261, 
19540408,0.000000, 
19540409,0.000000, 
19540410,0.000000, 
19540411,0.1391304, 
19540412,0.6217393, 
19540413,5.504348, 
19540414,9.465218, 
19540415,2.530435, 
19540416,1.547826, 
19540417,1.691304, 
19540418,3.204348, 
19540419,1.691304, 
19540420,1.073913, 
19540421,0.2608696E-01
19540422,0.000000, 
19540423,0.000000, 
19540424,0.000000, 
19540425,0.000000, 
19540426,0.000000, 
19540427,0.000000, 
19540428,0.000000, 
19540429,0.000000, 
19540430,0.000000, 
19540501,0.2086957, 
19540502,1.395652, 
19540503,0.1304348E-01
19540504,0.7826087E-01
19540505,0.5260870, 
19540506,1.060870, 
19540507,3.165218, 
19540508,0.2434783, 
19540509,0.000000, 
19540510,0.000000, 
19540511,0.000000, 
19540512,0.000000, 
19540513,0.000000, 
19540514,0.000000, 
19540515,0.000000, 
19540516,0.5565218, 
19540517,1.443478, 
19540518,0.7217391, 
19540519,0.1347826, 
19540520,0.000000, 
19540521,0.1478261, 
19540522,0.7826087E-01
19540523,0.000000, 
19540524,0.000000, 
19540525,0.000000, 
19540526,0.000000, 
19540527,0.000000, 
19540528,0.000000, 
19540529,6.643478, 
19540530,16.84782, 
19540531,11.63043, 
19540601,9.552175, 
19540602,4.765217, 
19540603,0.000000, 
19540604,0.000000, 
19540605,0.000000, 
19540606,0.000000, 
19540607,0.9130435E-01
19540608,2.226087, 
19540609,7.039131, 
19540610,5.626087, 
19540611,2.578261, 
19540612,0.1304348E-01
19540613,0.2304348, 
19540614,0.5521740, 
19540615,0.000000, 
19540616,0.000000, 
19540617,0.000000, 
19540618,0.000000, 
19540619,0.000000, 
19540620,0.6478261, 
19540621,4.156522, 
19540622,0.000000, 
19540623,0.000000, 
19540624,0.6956522, 
19540625,2.200000, 
19540626,2.521739, 
19540627,0.7086956, 
19540628,0.3260870, 
19540629,0.000000, 
19540630,8.626087, 
19540701,20.14348, 
19540702,3.226087, 
19540703,0.7782608, 
19540704,2.026087, 
19540705,3.117392, 
19540706,0.2739130, 
19540707,1.300000, 
19540708,10.21739, 
19540709,0.7826088E-01
19540710,6.256522, 
19540711,16.16522, 
19540712,9.030436, 
19540713,1.908695, 
19540714,1.969565, 
19540715,3.382609, 
19540716,6.230435, 
19540717,9.047825, 
19540718,3.730435, 
19540719,3.834783, 
19540720,0.3043478, 
19540721,3.356522, 
19540722,0.7826087, 
19540723,0.7652174, 
19540724,4.521739, 
19540725,9.082609, 
19540726,8.330432, 
19540727,2.952174, 
19540728,2.513044, 
19540729,4.452173, 
19540730,7.430435, 
19540731,0.4347826E-02
19540801,0.000000, 
19540802,0.000000, 
19540803,0.6956522E-01
19540804,0.6521739E-01
19540805,0.000000, 
19540806,1.695652, 
19540807,4.000000, 
19540808,2.608696, 
19540809,1.265217, 
19540810,0.5782608, 
19540811,9.365216, 
19540812,3.547826, 
19540813,4.391304, 
19540814,8.291305, 
19540815,0.1304348E-01
19540816,0.5217391, 
19540817,4.152174, 
19540818,2.060869, 
19540819,6.573913, 
19540820,4.434783, 
19540821,15.30000, 
19540822,21.76522, 
19540823,13.00869, 
19540824,1.947827, 
19540825,1.282609, 
19540826,0.000000, 
19540827,0.1043478, 
19540828,0.8695653, 
19540829,0.4739130, 
19540830,0.000000, 
19540831,0.4347826E-02
19540901,0.000000, 
19540902,1.556522, 
19540903,17.90870, 
19540904,4.556521, 
19540905,19.00435, 
19540906,1.547826, 
19540907,5.056522, 
19540908,7.343479, 
19540909,0.3826087, 
19540910,2.208696, 
19540911,3.530435, 
19540912,1.326087, 
19540913,0.2260869, 
19540914,2.365217, 
19540915,0.7826087E-01
19540916,1.408696, 
19540917,0.3086956, 
19540918,1.047826, 
19540919,3.352174, 
19540920,2.191305, 
19540921,2.343478, 
19540922,1.695652, 
19540923,1.173913, 
19540924,0.4434783, 
19540925,0.6956522, 
19540926,2.343479, 
19540927,1.534783, 
19540928,1.669565, 
19540929,2.865217, 
19540930,5.039130, 
19541001,1.130435, 
19541002,0.3478261E-01
19541003,0.2608696E-01
19541004,0.4956522, 
19541005,9.426087, 
19541006,16.05218, 
19541007,1.417391, 
19541008,0.4695653, 
19541009,0.000000, 
19541010,0.3304348, 
19541011,1.700000, 
19541012,0.000000, 
19541013,0.000000, 
19541014,0.000000, 
19541015,0.6956522E-01
19541016,0.8608697, 
19541017,1.208696, 
19541018,0.5304348, 
19541019,1.639130, 
19541020,0.000000, 
19541021,0.9043479, 
19541022,2.334784, 
19541023,0.3086957, 
19541024,0.5695652, 
19541025,0.4260870, 
19541026,1.456522, 
19541027,2.613044, 
19541028,0.4869567, 
19541029,0.8913044, 
19541030,8.400000, 
19541031,0.1304348E-01
19541101,0.1043478, 
19541102,1.191304, 
19541103,5.939130, 
19541104,0.5217392E-01
19541105,0.3913043, 
19541106,2.643478, 
19541107,6.534783, 
19541108,0.5304349, 
19541109,0.000000, 
19541110,0.000000, 
19541111,0.000000, 
19541112,0.7391305, 
19541113,2.378261, 
19541114,1.773913, 
19541115,1.239130, 
19541116,0.6608695, 
19541117,2.426087, 
19541118,0.5826087, 
19541119,0.2304348, 
19541120,1.121739, 
19541121,0.000000, 
19541122,0.000000, 
19541123,0.9391305, 
19541124,1.708696, 
19541125,0.5999999, 
19541126,1.143478, 
19541127,2.200000, 
19541128,0.2782609, 
19541129,0.3434783, 
19541130,0.6086957E-01
19541201,0.2869565, 
19541202,1.008696, 
19541203,1.147826, 
19541204,2.934782, 
19541205,1.434783, 
19541206,2.826087, 
19541207,2.439131, 
19541208,0.2782609, 
19541209,0.6565219, 
19541210,0.6086956, 
19541211,4.717391, 
19541212,0.1304348E-01
19541213,0.000000, 
19541214,0.3739130, 
19541215,3.730435, 
19541216,0.2391304, 
19541217,0.6521739E-01
19541218,0.8000000, 
19541219,3.500001, 
19541220,4.895652, 
19541221,5.417393, 
19541222,5.365218, 
19541223,4.121739, 
19541224,0.7304348, 
19541225,4.665217, 
19541226,8.782609, 
19541227,6.447827, 
19541228,5.947827, 
19541229,2.078261, 
19541230,0.1695652, 
19541231,1.143478, 
19550101,1.947826, 
19550102,0.5782609, 
19550103,0.3608695, 
19550104,0.000000, 
19550105,0.000000, 
19550106,0.000000, 
19550107,0.2173913E-01
19550108,0.000000, 
19550109,0.6608695, 
19550110,4.260870, 
19550111,5.560868, 
19550112,0.8695653E-01
19550113,0.2521739, 
19550114,3.000000, 
19550115,1.091304, 
19550116,4.873913, 
19550117,2.443478, 
19550118,0.4043478, 
19550119,0.5869565, 
19550120,0.4782609E-01
19550121,0.000000, 
19550122,0.000000, 
19550123,0.000000, 
19550124,0.1739131E-01
19550125,0.4130434, 
19550126,0.1304348E-01
19550127,0.000000, 
19550128,0.000000, 
19550129,0.000000, 
19550130,0.000000, 
19550131,0.000000, 
19550201,0.000000, 
19550202,0.000000, 
19550203,0.1391304, 
19550204,2.978261, 
19550205,7.678262, 
19550206,0.4304348, 
19550207,1.634783, 
19550208,5.143478, 
19550209,2.139131, 
19550210,0.6826087, 
19550211,1.152174, 
19550212,0.4347826E-01
19550213,0.5391304, 
19550214,7.117389, 
19550215,0.1521739, 
19550216,1.847826, 
19550217,0.5652174E-01
19550218,0.000000, 
19550219,0.6434783, 
19550220,6.791305, 
19550221,0.1652174, 
19550222,0.000000, 
19550223,0.000000, 
19550224,0.000000, 
19550225,0.000000, 
19550226,0.000000, 
19550227,0.000000, 
19550228,0.000000, 
19550301,0.000000, 
19550302,0.000000, 
19550303,0.6608695, 
19550304,0.9086955, 
19550305,0.4304348, 
19550306,0.4652174, 
19550307,2.786956, 
19550308,0.000000, 
19550309,0.000000, 
19550310,0.000000, 
19550311,0.000000, 
19550312,0.000000, 
19550313,0.1739131E-01
19550314,0.6347826, 
19550315,2.169565, 
19550316,4.460868, 
19550317,1.882609, 
19550318,1.178261, 
19550319,0.000000, 
19550320,1.304348, 
19550321,3.191305, 
19550322,1.613043, 
19550323,1.226087, 
19550324,2.243478, 
19550325,1.121739, 
19550326,3.660870, 
19550327,3.156522, 
19550328,0.3478261E-01
19550329,0.5652174E-01
19550330,0.3130435, 
19550331,0.4956521, 
19550401,0.2826087, 
19550402,0.3086956, 
19550403,0.7826088, 
19550404,3.208696, 
19550405,2.517391, 
19550406,0.7043478, 
19550407,4.747826, 
19550408,5.608696, 
19550409,1.660870, 
19550410,1.708696, 
19550411,2.221739, 
19550412,2.826087, 
19550413,4.108696, 
19550414,3.169565, 
19550415,0.7086957, 
19550416,0.000000, 
19550417,0.000000, 
19550418,0.000000, 
19550419,0.8695653E-02
19550420,0.1173913, 
19550421,0.9565218E-01
19550422,0.5565218, 
19550423,3.004348, 
19550424,4.473913, 
19550425,0.000000, 
19550426,0.8695653E-02
19550427,0.2391304, 
19550428,0.000000, 
19550429,0.3478261, 
19550430,2.056522, 
19550501,0.7739130, 
19550502,3.169565, 
19550503,1.639130, 
19550504,3.017391, 
19550505,1.295652, 
19550506,1.121739, 
19550507,0.7739129, 
19550508,0.5565218, 
19550509,1.226087, 
19550510,4.521739, 
19550511,0.000000, 
19550512,0.000000, 
19550513,1.078261, 
19550514,1.995653, 
19550515,0.7304348, 
19550516,0.1956521, 
19550517,0.2782608, 
19550518,0.3086956, 
19550519,0.8260869, 
19550520,0.4608696, 
19550521,0.7478261, 
19550522,1.026087, 
19550523,2.243479, 
19550524,0.1304348E-01
19550525,0.000000, 
19550526,2.226087, 
19550527,2.221740, 
19550528,0.4173913, 
19550529,0.000000, 
19550530,0.000000, 
19550531,0.3478261E-01
19550601,0.2695652, 
19550602,2.139131, 
19550603,0.3043478E-01
19550604,0.000000, 
19550605,0.1043478, 
19550606,2.365217, 
19550607,4.726088, 
19550608,5.082608, 
19550609,11.60435, 
19550610,10.11304, 
19550611,1.369565, 
19550612,2.256522, 
19550613,4.865217, 
19550614,0.8000000, 
19550615,1.139130, 
19550616,0.000000, 
19550617,0.000000, 
19550618,0.000000, 
19550619,0.2000000, 
19550620,2.830435, 
19550621,0.5217392E-01
19550622,0.5260870, 
19550623,0.000000, 
19550624,0.7652174, 
19550625,8.686956, 
19550626,1.943478, 
19550627,0.9130435, 
19550628,1.530435, 
19550629,3.813043, 
19550630,2.360869, 
19550701,0.6956522E-01
19550702,1.160870, 
19550703,5.817391, 
19550704,13.08261, 
19550705,5.960868, 
19550706,2.713044, 
19550707,0.000000, 
19550708,0.000000, 
19550709,0.1217391, 
19550710,1.086956, 
19550711,5.565217, 
19550712,4.500001, 
19550713,0.5086955, 
19550714,2.456522, 
19550715,0.000000, 
19550716,0.000000, 
19550717,0.5913044, 
19550718,13.64348, 
19550719,0.6347826, 
19550720,0.000000, 
19550721,0.000000, 
19550722,0.000000, 
19550723,0.7304348, 
19550724,0.6782609, 
19550725,0.3695652, 
19550726,1.591304, 
19550727,3.369565, 
19550728,2.182609, 
19550729,8.747826, 
19550730,7.047826, 
19550731,0.000000, 
19550801,0.000000, 
19550802,0.2782609, 
19550803,0.9782609, 
19550804,3.013044, 
19550805,0.2608696E-01
19550806,0.2652173, 
19550807,0.2695652, 
19550808,0.5739130, 
19550809,1.817391, 
19550810,0.2956522, 
19550811,0.2782609, 
19550812,0.2652174, 
19550813,2.713043, 
19550814,8.495654, 
19550815,1.208696, 
19550816,0.000000, 
19550817,2.686957, 
19550818,5.256521, 
19550819,0.5217392E-01
19550820,0.000000, 
19550821,0.000000, 
19550822,0.000000, 
19550823,0.1913044, 
19550824,2.704348, 
19550825,17.03913, 
19550826,0.3826087, 
19550827,2.865217, 
19550828,5.334782, 
19550829,1.926087, 
19550830,3.934783, 
19550831,2.434783, 
19550901,0.000000, 
19550902,0.000000, 
19550903,0.000000, 
19550904,0.000000, 
19550905,0.000000, 
19550906,0.000000, 
19550907,0.000000, 
19550908,9.600000, 
19550909,18.43044, 
19550910,9.613045, 
19550911,0.3130435, 
19550912,1.613043, 
19550913,3.639131, 
19550914,2.765217, 
19550915,8.960869, 
19550916,2.626087, 
19550917,0.3913043E-01
19550918,0.4565217, 
19550919,0.8695653E-02
19550920,0.000000, 
19550921,0.000000, 
19550922,0.000000, 
19550923,0.000000, 
19550924,0.000000, 
19550925,1.434783, 
19550926,3.213043, 
19550927,0.1739131E-01
19550928,0.6304348, 
19550929,0.8695653E-02
19550930,0.000000, 
19551001,0.000000, 
19551002,0.000000, 
19551003,0.000000, 
19551004,0.1304348, 
19551005,0.3913043, 
19551006,4.195652, 
19551007,0.1739131E-01
19551008,0.2608696E-01
19551009,0.000000, 
19551010,0.000000, 
19551011,0.2608696E-01
19551012,0.2347826, 
19551013,0.5217392E-01
19551014,0.7130435, 
19551015,7.369566, 
19551016,0.1826087, 
19551017,0.000000, 
19551018,0.000000, 
19551019,0.000000, 
19551020,0.2086956, 
19551021,7.065217, 
19551022,15.37392, 
19551023,8.456524, 
19551024,0.9608697, 
19551025,3.534782, 
19551026,5.065217, 
19551027,1.691304, 
19551028,2.456522, 
19551029,0.2782609, 
19551030,0.8782608, 
19551031,0.4869565, 
19551101,0.000000, 
19551102,0.1739131E-01
19551103,0.000000, 
19551104,0.3478261, 
19551105,0.8260871, 
19551106,0.8695653E-01
19551107,0.000000, 
19551108,0.000000, 
19551109,0.8478262, 
19551110,0.6956522E-01
19551111,0.1739131E-01
19551112,0.8695653E-02
19551113,0.5217392E-01
19551114,0.2000000, 
19551115,2.273913, 
19551116,0.2826087, 
19551117,0.7173916, 
19551118,0.3608695, 
19551119,1.660870, 
19551120,3.160869, 
19551121,1.508695, 
19551122,1.630435, 
19551123,2.908695, 
19551124,0.8913043, 
19551125,1.052174, 
19551126,0.6043478, 
19551127,0.2826087, 
19551128,1.560869, 
19551129,0.000000, 
19551130,0.000000, 
19551201,0.6521739E-01
19551202,1.182609, 
19551203,3.195652, 
19551204,1.569565, 
19551205,2.513044, 
19551206,2.760870, 
19551207,5.917392, 
19551208,4.130435, 
19551209,10.44783, 
19551210,9.634782, 
19551211,0.7391305E-01
19551212,0.000000, 
19551213,0.4173913, 
19551214,2.360870, 
19551215,4.786956, 
19551216,5.400001, 
19551217,1.513043, 
19551218,0.1304348, 
19551219,0.3347826, 
19551220,0.000000, 
19551221,0.3043478E-01
19551222,0.3478261E-01
19551223,0.6913043, 
19551224,0.8695653E-02
19551225,4.278261, 
19551226,6.786957, 
19551227,4.873913, 
19551228,9.126084, 
19551229,1.278261, 
19551230,0.9739130, 
19551231,4.643479, 
19560101,4.982610, 
19560102,1.108696, 
19560103,1.047826, 
19560104,1.343478, 
19560105,0.5173914, 
19560106,0.1608696, 
19560107,0.000000, 
19560108,0.2782609, 
19560109,0.5739132, 
19560110,0.4347826, 
19560111,1.130434, 
19560112,4.160870, 
19560113,0.2521739, 
19560114,0.9217391, 
19560115,1.782609, 
19560116,0.5652174E-01
19560117,0.2086956, 
19560118,1.486957, 
19560119,2.491304, 
19560120,0.8695654, 
19560121,0.9913042, 
19560122,4.795652, 
19560123,6.621739, 
19560124,1.608696, 
19560125,0.5173913, 
19560126,0.000000, 
19560127,0.2173913E-01
19560128,0.3043479E-01
19560129,0.000000, 
19560130,0.000000, 
19560131,0.000000, 
19560201,0.4869565, 
19560202,0.9695655, 
19560203,0.3999999, 
19560204,0.1086956, 
19560205,0.6086957, 
19560206,2.434783, 
19560207,2.965217, 
19560208,3.156522, 
19560209,0.6695653, 
19560210,0.1782609, 
19560211,0.1826087, 
19560212,0.8652174, 
19560213,1.630435, 
19560214,0.1086956, 
19560215,0.1391304, 
19560216,1.556522, 
19560217,2.813043, 
19560218,1.713044, 
19560219,3.734783, 
19560220,6.873914, 
19560221,1.417391, 
19560222,0.2391305, 
19560223,0.000000, 
19560224,0.000000, 
19560225,0.000000, 
19560226,0.5652175E-01
19560227,1.126087, 
19560228,4.591304, 
19560229,5.926088, 
19560301,8.121738, 
19560302,3.143478, 
19560303,4.147826, 
19560304,8.117393, 
19560305,2.960870, 
19560306,5.821738, 
19560307,0.5652176, 
19560308,0.2608696E-01
19560309,0.000000, 
19560310,0.000000, 
19560311,0.000000, 
19560312,0.3130435, 
19560313,1.404348, 
19560314,1.639130, 
19560315,0.6391304, 
19560316,0.000000, 
19560317,0.000000, 
19560318,0.000000, 
19560319,0.000000, 
19560320,0.000000, 
19560321,0.000000, 
19560322,0.000000, 
19560323,0.000000, 
19560324,0.000000, 
19560325,0.000000, 
19560326,0.000000, 
19560327,0.000000, 
19560328,0.000000, 
19560329,0.000000, 
19560330,0.000000, 
19560331,0.1652174, 
19560401,1.369565, 
19560402,0.5565218, 
19560403,2.060870, 
19560404,4.047828, 
19560405,2.034783, 
19560406,1.678261, 
19560407,0.2521738, 
19560408,0.1869565, 
19560409,0.5782610, 
19560410,2.356521, 
19560411,0.000000, 
19560412,1.843478, 
19560413,7.800000, 
19560414,9.408699, 
19560415,7.352174, 
19560416,16.52174, 
19560417,9.782610, 
19560418,3.152174, 
19560419,3.208696, 
19560420,0.000000, 
19560421,0.000000, 
19560422,0.000000, 
19560423,0.2086956, 
19560424,1.891304, 
19560425,2.934783, 
19560426,0.1652174, 
19560427,1.747826, 
19560428,6.143478, 
19560429,5.073912, 
19560430,0.9739130, 
19560501,9.565217, 
19560502,0.7782608, 
19560503,0.000000, 
19560504,0.000000, 
19560505,0.000000, 
19560506,0.000000, 
19560507,0.000000, 
19560508,0.5652175E-01
19560509,1.173913, 
19560510,7.882609, 
19560511,0.7826087E-01
19560512,1.982609, 
19560513,0.1782609, 
19560514,0.3434783, 
19560515,0.3478261E-01
19560516,0.2260869, 
19560517,0.1913043, 
19560518,0.2608696, 
19560519,0.6043478, 
19560520,0.5217392, 
19560521,0.000000, 
19560522,0.000000, 
19560523,0.000000, 
19560524,0.8695653E-02
19560525,1.952174, 
19560526,0.3956521, 
19560527,0.1304348E-01
19560528,0.000000, 
19560529,0.000000, 
19560530,0.5913044, 
19560531,1.269565, 
19560601,0.000000, 
19560602,0.000000, 
19560603,0.1304348E-01
19560604,0.000000, 
19560605,0.2260869, 
19560606,3.069565, 
19560607,8.934783, 
19560608,7.456522, 
19560609,9.713043, 
19560610,1.856522, 
19560611,2.060870, 
19560612,1.508695, 
19560613,0.000000, 
19560614,7.095652, 
19560615,11.39565, 
19560616,4.417390, 
19560617,0.3826087, 
19560618,0.4956523, 
19560619,2.569565, 
19560620,4.008697, 
19560621,0.1391304, 
19560622,1.469565, 
