Month,,Temperature
19610118,-7.816668,,
19610119,-6.450000,,
19610120,-4.222222,,
19610121,-2.877777,,
19610122,-0.4111111,,
19610123,-4.716667,,
19610124,-6.705556,,
19610125,-8.072223,,
19610126,-11.41667,,
19610127,-9.177777,,
19610128,-3.983334,,
19610129,5.483334,,
19610130,5.699999,,
19610131,4.955556,,
19610201,3.216667,,
19610202,2.405555,,
19610203,0.9333333,,
19610204,1.027778,,
19610205,-2.633334,,
19610206,3.400000,,
19610207,5.138889,,
19610208,4.027778,,
19610209,6.722223,,
19610210,4.216667,,
19610211,6.283333,,
19610212,4.561110,,
19610213,5.372221,,
19610214,5.755556,,
19610215,8.088889,,
19610216,7.394445,,
19610217,6.488889,,
19610218,5.050000,,
19610219,6.200000,,
19610220,4.411111,,
19610221,5.150000,,
19610222,4.288889,,
19610223,2.033334,,
19610224,5.761111,,
19610225,6.088889,,
19610226,6.466667,,
19610227,9.966667,,
19610228,6.605556,,
19610301,4.811111,,
19610302,5.650000,,
19610303,5.816667,,
19610304,6.072222,,
19610305,5.738889,,
19610306,6.488890,,
19610307,8.116666,,
19610308,5.911112,,
19610309,7.372223,,
19610310,10.28889,,
19610311,9.688889,,
19610312,11.50556,,
19610313,8.705556,,
19610314,10.49445,,
19610315,11.06667,,
19610316,10.47222,,
19610317,11.96111,,
19610318,8.861111,,
19610319,3.233333,,
19610320,0.6333333,,
19610321,1.955555,,
19610322,2.766667,,
19610323,7.322222,,
19610324,8.527779,,
19610325,9.272222,,
19610326,9.077779,,
19610327,2.905556,,
19610328,3.783333,,
19610329,6.794445,,
19610330,6.416667,,
19610331,3.572222,,
19610401,4.561110,,
19610402,2.866667,,
19610403,4.711111,,
19610404,6.616667,,
19610405,13.22222,,
19610406,17.18889,,
19610407,16.43889,,
19610408,7.305556,,
19610409,5.999999,,
19610410,6.944445,,
19610411,9.505555,,
19610412,12.21111,,
19610413,14.61666,,
19610414,16.10000,,
19610415,12.55556,,
19610416,10.33889,,
19610417,12.03333,,
19610418,12.31111,,
19610419,11.46667,,
19610420,11.11667,,
19610421,12.41667,,
19610422,15.79444,,
19610423,16.33334,,
19610424,16.05000,,
19610425,11.31667,,
19610426,13.35000,,
19610427,12.60000,,
19610428,12.39444,,
19610429,11.82778,,
19610430,13.34445,,
19610501,12.30556,,
19610502,13.56111,,
19610503,13.10000,,
19610504,15.08889,,
19610505,15.87778,,
19610506,14.20000,,
19610507,10.91667,,
19610508,9.494444,,
19610509,9.200001,,
19610510,9.422222,,
19610511,8.994445,,
19610512,9.172222,,
19610513,9.972221,,
19610514,9.322222,,
19610515,9.855556,,
19610516,9.427779,,
19610517,11.91667,,
19610518,13.05555,,
19610519,11.75000,,
19610520,10.91667,,
19610521,13.38889,,
19610522,13.91111,,
19610523,13.17222,,
19610524,11.81111,,
19610525,14.50000,,
19610526,16.50000,,
19610527,7.588889,,
19610528,8.694445,,
19610529,8.749999,,
19610530,9.177776,,
19610531,10.15000,,
19610601,18.26111,,
19610602,18.63334,,
19610603,20.00555,,
19610604,21.03333,,
19610605,21.42222,,
19610606,21.92778,,
19610607,20.39445,,
19610608,18.31667,,
19610609,20.91667,,
19610610,14.65555,,
19610611,17.51111,,
19610612,14.17222,,
19610613,14.31111,,
19610614,13.41667,,
19610615,12.28333,,
19610616,15.39445,,
19610617,19.64444,,
19610618,20.30556,,
19610619,15.92222,,
19610620,15.45000,,
19610621,15.52222,,
19610622,19.38889,,
19610623,18.88889,,
19610624,20.03889,,
19610625,23.15000,,
19610626,24.98889,,
19610627,19.58889,,
19610628,15.37778,,
19610629,18.95555,,
19610630,22.09444,,
19610701,24.27222,,
19610702,26.12222,,
19610703,23.26667,,
19610704,17.02222,,
19610705,12.23333,,
19610706,12.91111,,
19610707,14.72222,,
19610708,17.92222,,
19610709,14.17222,,
19610710,15.01667,,
19610711,18.68889,,
19610712,22.22778,,
19610713,18.23889,,
19610714,15.66111,,
19610715,17.82778,,
19610716,16.13889,,
19610717,13.47778,,
19610718,14.93889,,
19610719,16.13334,,
19610720,15.03889,,
19610721,14.87778,,
19610722,14.57222,,
19610723,14.49444,,
19610724,14.41667,,
19610725,16.84444,,
19610726,20.33333,,
19610727,17.31667,,
19610728,13.94444,,
19610729,13.45556,,
19610730,14.03333,,
19610731,15.05555,,
19610801,16.80556,,
19610802,15.62222,,
19610803,13.85000,,
19610804,15.42222,,
19610805,20.98334,,
19610806,20.78889,,
19610807,16.82222,,
19610808,18.35555,,
19610809,20.04444,,
19610810,17.91111,,
19610811,18.05556,,
19610812,16.05556,,
19610813,13.88333,,
19610814,15.66667,,
19610815,13.56667,,
19610816,12.51667,,
19610817,13.24444,,
19610818,14.70556,,
19610819,14.17222,,
19610820,15.97222,,
19610821,17.48333,,
19610822,14.98333,,
19610823,14.03889,,
19610824,14.98333,,
19610825,15.79444,,
19610826,18.67778,,
19610827,18.85000,,
19610828,16.78889,,
19610829,18.18333,,
19610830,19.65000,,
19610831,20.76111,,
19610901,21.56666,,
19610902,21.82222,,
19610903,22.28889,,
19610904,19.47778,,
19610905,19.28889,,
19610906,17.95000,,
19610907,11.99444,,
19610908,13.62778,,
19610909,13.55000,,
19610910,13.43333,,
19610911,15.55000,,
19610912,15.17222,,
19610913,15.83333,,
19610914,16.88889,,
19610915,16.63889,,
19610916,20.92222,,
19610917,21.70555,,
19610918,19.07222,,
19610919,16.23333,,
19610920,14.88333,,
19610921,14.87222,,
19610922,13.67778,,
19610923,12.92778,,
19610924,12.38889,,
19610925,13.50556,,
19610926,11.71667,,
19610927,13.02778,,
19610928,17.71111,,
19610929,19.44444,,
19610930,18.15000,,
19611001,13.69444,,
19611002,13.27778,,
19611003,14.20555,,
19611004,15.47778,,
19611005,14.75556,,
19611006,16.52778,,
19611007,16.82222,,
19611008,11.95000,,
19611009,11.60000,,
19611010,13.41111,,
19611011,13.96111,,
19611012,11.41667,,
19611013,8.883333,,
19611014,8.761110,,
19611015,8.566668,,
19611016,10.03889,,
19611017,9.561111,,
19611018,9.255554,,
19611019,8.322222,,
19611020,9.205555,,
19611021,9.083334,,
19611022,9.116666,,
19611023,10.50556,,
19611024,11.88333,,
19611025,13.24444,,
19611026,13.70000,,
19611027,13.95000,,
19611028,10.82778,,
19611029,9.905555,,
19611030,7.916667,,
19611031,10.26111,,
19611101,9.361110,,
19611102,10.17222,,
19611103,7.627778,,
19611104,3.222222,,
19611105,3.266666,,
19611106,5.433333,,
19611107,8.900000,,
19611108,5.811112,,
19611109,6.927777,,
19611110,6.300000,,
19611111,6.294444,,
19611112,8.027778,,
19611113,3.566667,,
19611114,3.088889,,
19611115,2.022222,,
19611116,2.777778,,
19611117,5.266667,,
19611118,4.200000,,
19611119,1.516667,,
19611120,0.4222222,,
19611121,-1.533333,,
19611122,-1.250000,,
19611123,0.3333331E-01
19611124,3.372222,,
19611125,3.950000,,
19611126,4.044445,,
19611127,3.316667,,
19611128,4.305555,,
19611129,4.683333,,
19611130,6.783333,,
19611201,6.316667,,
19611202,7.900001,,
19611203,3.466666,,
19611204,4.444445,,
19611205,12.58333,,
19611206,2.800000,,
19611207,0.8833333,,
19611208,0.5722222,,
19611209,0.8777778,,
19611210,3.883333,,
19611211,9.177778,,
19611212,6.055555,,
19611213,-1.444444,,
19611214,-5.361112,,
19611215,-1.555555,,
19611216,-10.58333,,
19611217,-11.42222,,
19611218,-8.872223,,
19611219,-3.022222,,
19611220,1.872222,,
19611221,1.216667,,
19611222,-2.483333,,
19611223,-7.494445,,
19611224,-7.983334,,
19611225,-13.23333,,
19611226,-14.16667,,
19611227,-9.061111,,
19611228,-9.144444,,
19611229,-1.477778,,
19611230,1.361111,,
19611231,3.000000,,
19620101,2.261111,,
19620102,-1.461111,,
19620103,-0.1055555,,
19620104,-0.8555556,,
19620105,-3.044445,,
19620106,1.616666,,
19620107,1.966667,,
19620108,3.211111,,
19620109,3.472222,,
19620110,3.755555,,
19620111,6.772223,,
19620112,5.650000,,
19620113,4.394444,,
19620114,3.055555,,
19620115,3.372222,,
19620116,3.255556,,
19620117,5.427778,,
19620118,5.472223,,
19620119,6.127778,,
19620120,4.516667,,
19620121,8.305556,,
19620122,6.738889,,
19620123,4.288889,,
19620124,3.444444,,
19620125,7.405556,,
19620126,3.266667,,
19620127,3.994445,,
19620128,-1.094444,,
19620129,-3.666667,,
19620130,-6.627778,,
19620131,-7.916666,,
19620201,-7.616667,,
19620202,0.1777778,,
19620203,0.3277778,,
19620204,2.083333,,
19620205,3.238889,,
19620206,3.483334,,
19620207,5.316667,,
19620208,5.727778,,
19620209,1.327778,,
19620210,3.950000,,
19620211,3.683333,,
19620212,5.016667,,
19620213,2.033333,,
19620214,-1.444445,,
19620215,-2.533334,,
19620216,3.444445,,
19620217,3.222222,,
19620218,1.822222,,
19620219,5.338888,,
19620220,5.438890,,
19620221,0.2722222,,
19620222,-1.672222,,
19620223,-1.050000,,
19620224,-1.255556,,
19620225,-4.533334,,
19620226,-1.827778,,
19620227,-1.877778,,
19620228,-2.000000,,
19620301,-2.577778,,
19620302,-0.4999999,,
19620303,0.7944444,,
19620304,0.9444444E-01
19620305,-0.9666666,,
19620306,-1.855556,,
19620307,-1.500000,,
19620308,-1.855555,,
19620309,1.650000,,
19620310,2.638889,,
19620311,6.500000,,
19620312,0.5500000,,
19620313,-3.972222,,
19620314,-1.300000,,
19620315,-0.7444444,,
19620316,-0.5777777,,
19620317,-0.2666667,,
19620318,-0.4777778,,
19620319,-0.2444444,,
19620320,1.466667,,
19620321,1.938889,,
19620322,0.6500002,,
19620323,0.9111111,,
19620324,1.177778,,
19620325,0.2555555,,
19620326,2.922222,,
19620327,3.783333,,
19620328,2.888889,,
19620329,4.511111,,
19620330,10.59445,,
19620331,7.888890,,
19620401,4.166666,,
19620402,6.083333,,
19620403,11.72222,,
19620404,9.211109,,
19620405,6.588888,,
19620406,5.416667,,
19620407,5.511111,,
19620408,9.188890,,
19620409,6.588889,,
19620410,7.227777,,
19620411,8.538888,,
19620412,8.250000,,
19620413,5.433333,,
19620414,5.000000,,
19620415,6.388889,,
19620416,9.472221,,
19620417,12.32778,,
19620418,15.48889,,
19620419,16.78333,,
19620420,10.76111,,
19620421,14.55556,,
19620422,20.14445,,
19620423,13.76667,,
19620424,20.28889,,
19620425,21.11111,,
19620426,13.70000,,
19620427,10.45000,,
19620428,7.194445,,
19620429,7.088888,,
19620430,4.727777,,
19620501,5.616667,,
19620502,5.411111,,
19620503,6.866666,,
19620504,7.633332,,
19620505,7.505556,,
19620506,14.78333,,
19620507,16.03333,,
19620508,14.52778,,
19620509,16.13889,,
19620510,11.52222,,
19620511,11.17778,,
19620512,12.09445,,
19620513,11.83333,,
19620514,9.883332,,
19620515,10.41111,,
19620516,10.47778,,
19620517,10.51111,,
19620518,12.09444,,
19620519,14.04444,,
19620520,10.87222,,
19620521,14.16111,,
19620522,13.22778,,
19620523,12.56111,,
19620524,10.46667,,
19620525,11.85555,,
19620526,10.31111,,
19620527,10.80000,,
19620528,12.24444,,
19620529,11.57222,,
19620530,10.75000,,
19620531,11.25000,,
19620601,10.35555,,
19620602,7.155556,,
19620603,8.311111,,
19620604,10.92222,,
19620605,12.27222,,
19620606,11.75000,,
19620607,15.17778,,
19620608,17.90556,,
19620609,17.17778,,
19620610,19.08333,,
19620611,12.64444,,
19620612,12.65000,,
19620613,17.77778,,
19620614,20.34444,,
19620615,21.21111,,
19620616,19.71111,,
19620617,17.77222,,
19620618,21.11667,,
19620619,19.81111,,
19620620,16.98333,,
19620621,18.85555,,
19620622,21.97778,,
19620623,19.44445,,
19620624,20.10000,,
19620625,14.33333,,
19620626,13.22778,,
19620627,12.22778,,
19620628,10.11667,,
19620629,11.91667,,
19620630,12.16111,,
19620701,12.81111,,
19620702,11.61667,,
19620703,10.35000,,
19620704,10.35556,,
19620705,13.28333,,
19620706,12.32222,,
19620707,12.27778,,
19620708,12.35556,,
19620709,16.03333,,
19620710,18.40556,,
19620711,17.73889,,
19620712,16.01667,,
19620713,14.73889,,
19620714,14.60556,,
19620715,17.62778,,
19620716,16.32222,,
19620717,16.01111,,
19620718,16.34444,,
19620719,18.13333,,
19620720,19.18889,,
19620721,21.56111,,
19620722,19.25000,,
19620723,16.85555,,
19620724,15.52222,,
19620725,19.65555,,
19620726,20.81112,,
19620727,16.71667,,
19620728,14.77778,,
19620729,17.35555,,
19620730,17.18333,,
19620731,18.87778,,
19620801,17.71667,,
19620802,18.94445,,
19620803,18.75556,,
19620804,19.66111,,
19620805,17.59444,,
19620806,16.70000,,
19620807,15.98889,,
19620808,15.07778,,
19620809,14.72778,,
19620810,17.41111,,
19620811,19.09445,,
19620812,22.95556,,
19620813,18.85000,,
19620814,14.28889,,
19620815,17.73889,,
19620816,17.31667,,
19620817,18.21667,,
19620818,13.77222,,
19620819,14.11667,,
19620820,15.69444,,
19620821,16.78889,,
19620822,15.77778,,
19620823,14.68889,,
19620824,15.22222,,
19620825,14.24445,,
19620826,14.31667,,
19620827,15.86111,,
19620828,14.09444,,
19620829,14.71667,,
19620830,13.67222,,
19620831,13.32222,,
19620901,11.90000,,
19620902,14.87778,,
19620903,18.00556,,
19620904,18.81667,,
19620905,15.17778,,
19620906,15.52778,,
19620907,13.71667,,
19620908,11.33889,,
19620909,12.11667,,
19620910,15.95556,,
19620911,16.28889,,
19620912,18.77222,,
19620913,12.20555,,
19620914,10.54444,,
19620915,12.78889,,
19620916,13.86666,,
19620917,11.50555,,
19620918,9.433333,,
19620919,9.972221,,
19620920,10.31667,,
19620921,9.694444,,
19620922,10.26667,,
19620923,9.200000,,
19620924,7.044445,,
19620925,9.511110,,
19620926,13.28889,,
19620927,11.44445,,
19620928,9.911113,,
19620929,9.344444,,
19620930,13.22222,,
19621001,13.92222,,
19621002,16.47222,,
19621003,16.83889,,
19621004,15.57778,,
19621005,13.74444,,
19621006,11.86111,,
19621007,10.54445,,
19621008,11.13333,,
19621009,12.68333,,
19621010,10.77778,,
19621011,7.550001,,
19621012,8.611111,,
19621013,6.911112,,
19621014,9.272223,,
19621015,7.283333,,
19621016,8.605555,,
19621017,11.45555,,
19621018,12.87222,,
19621019,10.92778,,
19621020,8.133334,,
19621021,7.927778,,
19621022,7.950000,,
19621023,5.555556,,
19621024,6.305555,,
19621025,9.000001,,
19621026,11.64445,,
19621027,5.055555,,
19621028,4.561110,,
19621029,5.572222,,
19621030,5.344445,,
19621031,5.822222,,
19621101,5.172222,,
19621102,6.755556,,
19621103,6.316667,,
19621104,5.222222,,
19621105,9.588887,,
19621106,11.55556,,
19621107,9.572223,,
19621108,10.36111,,
19621109,7.855555,,
19621110,4.288889,,
19621111,1.700000,,
19621112,3.594444,,
19621113,4.766667,,
19621114,4.622222,,
19621115,2.238889,,
19621116,2.016667,,
19621117,-0.2666667,,
19621118,0.8944443,,
19621119,1.522222,,
19621120,1.072222,,
19621121,-0.1166667,,
19621122,-0.2500001,,
19621123,-0.1500000,,
19621124,-0.2111111,,
19621125,-0.4055556,,
19621126,2.472222,,
19621127,4.366667,,
19621128,5.333333,,
19621129,6.633333,,
19621130,3.916666,,
19621201,-1.311111,,
19621202,-3.905556,,
19621203,-3.877778,,
19621204,-2.350000,,
19621205,1.450000,,
19621206,-1.311111,,
19621207,-2.411111,,
19621208,-1.383333,,
19621209,3.422222,,
19621210,4.433333,,
19621211,3.483333,,
19621212,4.805556,,
19621213,1.683333,,
19621214,0.7000000,,
19621215,2.411111,,
19621216,3.761111,,
19621217,0.7555556,,
19621218,-2.072222,,
19621219,-3.555556,,
19621220,-5.444445,,
19621221,-8.338888,,
19621222,-12.25556,,
19621223,-9.277778,,
19621224,-7.477778,,
19621225,-6.661111,,
19621226,-7.922224,,
19621227,-6.983333,,
19621228,-5.188889,,
19621229,-8.261111,,
19621230,-6.011111,,
19621231,-7.411112,,
19630101,-12.70526,,
19630102,-10.29474,,
19630103,-7.252631,,
19630104,-2.642105,,
19630105,1.289474,,
19630106,-2.310526,,
19630107,-3.752632,,
19630108,-8.852632,,
19630109,-10.12632,,
19630110,-13.69474,,
19630111,-10.47368,,
19630112,-12.90526,,
19630113,-11.05263,,
19630114,-7.289474,,
19630115,-9.794738,,
19630116,-6.578948,,
19630117,-9.647367,,
19630118,-11.67895,,
19630119,-14.59474,,
19630120,-10.30000,,
19630121,-7.136842,,
19630122,-7.157895,,
19630123,-3.152632,,
19630124,-0.9315790,,
19630125,0.4421053,,
19630126,-1.326316,,
19630127,-1.789474,,
19630128,-2.247368,,
19630129,-10.01579,,
19630130,-14.53684,,
19630131,-13.83684,,
19630201,-7.373684,,
19630202,-10.92632,,
19630203,-10.17369,,
19630204,-7.557894,,
19630205,-7.668420,,
19630206,-8.121053,,
19630207,-5.231578,,
19630208,-3.763158,,
19630209,-5.768422,,
19630210,-3.573684,,
19630211,-1.194737,,
19630212,-0.9421052,,
19630213,-0.9894738,,
19630214,-2.031579,,
19630215,-3.594737,,
19630216,-0.1473684,,
19630217,-0.7894737E-01
19630218,-0.6368421,,
19630219,-4.310526,,
19630220,-4.284210,,
19630221,-3.910527,,
19630222,-9.800000,,
19630223,-9.378948,,
19630224,-8.152631,,
19630225,-2.594737,,
19630226,-2.152632,,
19630227,-7.884211,,
19630228,-6.642105,,
19630301,-5.321053,,
19630302,-3.915789,,
19630303,-1.447368,,
19630304,-0.8684210,,
19630305,0.4263158,,
19630306,4.868422,,
19630307,7.489474,,
19630308,6.710526,,
19630309,6.494737,,
19630310,5.489473,,
19630311,6.852632,,
19630312,6.757895,,
19630313,0.8789473,,
19630314,-1.605263,,
19630315,-0.8631580,,
19630316,2.200000,,
19630317,2.300000,,
19630318,3.505263,,
19630319,4.389473,,
19630320,3.210526,,
19630321,-0.2894737,,
19630322,-1.215790,,
19630323,-0.2631579,,
19630324,1.378947,,
19630325,6.642105,,
19630326,6.805264,,
19630327,4.884211,,
19630328,5.968421,,
19630329,6.042105,,
19630330,4.752632,,
19630331,6.126316,,
19630401,3.073684,,
19630402,1.736842,,
19630403,3.026316,,
19630404,5.578946,,
19630405,7.547368,,
19630406,8.126315,,
19630407,7.863158,,
19630408,7.731579,,
19630409,10.23684,,
19630410,14.16842,,
19630411,10.67895,,
19630412,12.08421,,
19630413,5.589474,,
19630414,7.873684,,
19630415,10.46842,,
19630416,10.83684,,
19630417,15.03684,,
19630418,13.59474,,
19630419,10.31053,,
19630420,9.189473,,
19630421,13.12105,,
19630422,12.08421,,
19630423,8.136842,,
19630424,7.852632,,
19630425,4.836842,,
19630426,8.073685,,
19630427,10.58947,,
19630428,10.70000,,
19630429,11.43158,,
19630430,10.40000,,
19630501,11.71053,,
19630502,9.405263,,
19630503,8.763160,,
19630504,5.615789,,
19630505,7.778947,,
19630506,11.43684,,
19630507,12.80526,,
19630508,15.23158,,
19630509,16.78421,,
19630510,12.40526,,
19630511,15.82105,,
19630512,11.78948,,
19630513,16.67895,,
19630514,13.40000,,
19630515,14.50000,,
19630516,14.36316,,
19630517,13.24210,,
19630518,11.40526,,
19630519,11.17368,,
19630520,9.336843,,
19630521,14.04210,,
19630522,17.68421,,
19630523,20.83684,,
19630524,18.57368,,
19630525,14.79474,,
19630526,17.43684,,
19630527,17.87368,,
19630528,18.87895,,
19630529,18.80526,,
19630530,19.67369,,
19630531,16.36316,,
19630601,14.92632,,
19630602,13.25790,,
19630603,16.73158,,
19630604,19.02105,,
19630605,21.08947,,
19630606,22.48947,,
19630607,22.69473,,
19630608,21.55264,,
19630609,20.21053,,
19630610,18.05789,,
19630611,17.62632,,
19630612,18.09474,,
19630613,18.59474,,
19630614,19.52632,,
19630615,18.28947,,
19630616,15.52631,,
19630617,17.43684,,
19630618,21.13684,,
19630619,12.72105,,
19630620,13.34210,,
19630621,16.16842,,
19630622,15.83684,,
19630623,16.37895,,
19630624,16.36316,,
19630625,19.22105,,
19630626,17.16316,,
19630627,20.34210,,
19630628,22.69474,,
19630629,18.38421,,
19630630,21.78947,,
19630701,19.90000,,
19630702,20.66316,,
19630703,21.40000,,
19630704,23.34211,,
19630705,22.06316,,
19630706,19.26842,,
19630707,19.62631,,
19630708,15.00527,,
19630709,15.94211,,
19630710,18.23684,,
19630711,17.31579,,
19630712,17.35263,,
19630713,18.80000,,
19630714,17.79473,,
19630715,20.63684,,
19630716,23.80526,,
19630717,20.70527,,
19630718,22.01053,,
19630719,18.65263,,
19630720,20.90000,,
19630721,18.53684,,
19630722,21.42632,,
19630723,24.27895,,
19630724,25.64737,,
19630725,26.61579,,
19630726,15.62632,,
19630727,15.60000,,
19630728,16.73684,,
19630729,18.46316,,
19630730,18.02631,,
19630731,19.76842,,
19630801,20.80000,,
19630802,25.86316,,
19630803,27.15263,,
19630804,25.87369,,
19630805,22.23158,,
19630806,25.90000,,
19630807,23.10000,,
19630808,17.16842,,
19630809,16.05789,,
19630810,16.54737,,
19630811,17.85789,,
19630812,17.80000,,
19630813,16.05263,,
19630814,17.54210,,
19630815,16.67369,,
19630816,15.71052,,
19630817,20.84737,,
19630818,13.89474,,
19630819,12.63158,,
19630820,15.86842,,
19630821,14.21053,,
19630822,13.91579,,
19630823,16.59474,,
19630824,16.60526,,
19630825,16.33684,,
19630826,18.98948,,
19630827,15.79474,,
19630828,15.63158,,
19630829,12.76316,,
19630830,13.50000,,
19630831,15.40000,,
19630901,17.94737,,
19630902,17.92105,,
19630903,17.25789,,
19630904,16.07368,,
19630905,14.56842,,
19630906,14.69474,,
19630907,12.16842,,
19630908,13.16316,,
19630909,15.78421,,
19630910,12.83684,,
19630911,13.33158,,
19630912,15.95789,,
19630913,16.15263,,
19630914,16.32105,,
19630915,13.12632,,
19630916,16.85263,,
19630917,17.95263,,
19630918,19.73158,,
19630919,17.04737,,
19630920,15.40527,,
19630921,17.10000,,
19630922,17.55263,,
19630923,16.66842,,
19630924,19.08947,,
19630925,12.41053,,
19630926,10.29474,,
19630927,11.01579,,
19630928,7.926316,,
19630929,9.436842,,
19630930,11.02632,,
19631001,10.86842,,
19631002,11.17368,,
19631003,10.56842,,
19631004,10.75263,,
19631005,8.936843,,
19631006,7.689474,,
19631007,8.178948,,
19631008,7.410527,,
19631009,8.526314,,
19631010,9.189473,,
19631011,12.46316,,
19631012,11.10000,,
19631013,12.22105,,
19631014,9.352632,,
19631015,7.068421,,
19631016,7.626316,,
19631017,10.47369,,
19631018,11.58947,,
19631019,10.40526,,
19631020,10.89474,,
19631021,10.50526,,
19631022,10.81579,,
19631023,9.752630,,
19631024,10.10000,,
19631025,7.147368,,
19631026,7.821053,,
19631027,7.868421,,
19631028,6.173685,,
19631029,3.163157,,
19631030,4.642106,,
19631031,7.468421,,
19631101,9.605264,,
19631102,5.742105,,
19631103,7.626316,,
19631104,8.321054,,
19631105,8.405264,,
19631106,10.52632,,
19631107,9.942105,,
19631108,9.805263,,
19631109,9.163157,,
19631110,10.41053,,
19631111,11.85789,,
19631112,11.27895,,
19631113,7.805263,,
19631114,5.247368,,
19631115,6.800000,,
19631116,8.263158,,
19631117,6.605263,,
19631118,11.64737,,
19631119,13.59474,,
19631120,7.778947,,
19631121,4.747368,,
19631122,6.226316,,
19631123,6.326317,,
19631124,8.152632,,
19631125,7.884211,,
19631126,6.889473,,
19631127,6.026316,,
19631128,6.968421,,
19631129,3.963158,,
19631130,3.668421,,
19631201,2.489473,,
19631202,0.6052632,,
19631203,-1.226316,,
19631204,-2.810527,,
19631205,0.7631578,,
19631206,1.010526,,
19631207,0.5000001,,
19631208,-1.584211,,
19631209,-3.726316,,
19631210,-5.447368,,
19631211,-3.868421,,
19631212,-1.031579,,
19631213,-5.505263,,
19631214,-9.768420,,
19631215,-4.605264,,
19631216,-7.268421,,
19631217,-5.615790,,
19631218,-4.578948,,
19631219,-3.189474,,
19631220,-4.205264,,
19631221,-3.210526,,
19631222,-7.821052,,
19631223,-8.752631,,
19631224,-7.978947,,
19631225,-4.715790,,
19631226,2.510526,,
19631227,2.636842,,
19631228,1.242105,,
19631229,0.6947370,,
19631230,2.826316,,
19631231,-0.4631579,,
19640101,2.557895,,
19640102,3.689473,,
19640103,0.8842105,,
19640104,-1.205263,,
19640105,-3.231579,,
19640106,0.3736843,,
19640107,1.063158,,
19640108,0.8631580,,
19640109,-0.6421053,,
19640110,-5.536842,,
19640111,-8.842106,,
19640112,-11.70000,,
19640113,-9.736842,,
19640114,-6.268421,,
19640115,-8.452631,,
19640116,-6.715790,,
19640117,-3.321053,,
19640118,-5.894736,,
19640119,-11.08947,,
19640120,-5.189474,,
19640121,-2.431579,,
19640122,1.357895,,
19640123,1.163158,,
19640124,1.468421,,
19640125,2.757895,,
19640126,3.436843,,
19640127,0.4263158,,
19640128,-0.6157895,,
19640129,1.226316,,
19640130,2.042105,,
19640131,3.147368,,
19640201,6.315789,,
19640202,5.663158,,
19640203,6.784210,,
19640204,4.747369,,
19640205,0.9842106,,
19640206,-2.136843,,
19640207,-1.715789,,
19640208,4.131579,,
19640209,4.036842,,
19640210,2.605263,,
19640211,1.900000,,
19640212,-2.594737,,
19640213,-6.157895,,
19640214,-2.400000,,
19640215,-1.568421,,
19640216,-2.984211,,
19640217,-2.621053,,
19640218,-3.200000,,
19640219,-6.189475,,
19640220,-6.226315,,
19640221,-3.863158,,
19640222,-3.878947,,
19640223,-1.905263,,
19640224,1.794737,,
19640225,2.657895,,
19640226,3.157894,,
19640227,2.747368,,
19640228,2.542105,,
19640229,-0.1315790,,
19640301,-1.942105,,
19640302,-3.226315,,
19640303,-2.994737,,
19640304,-1.073684,,
19640305,-3.226316,,
19640306,-4.405263,,
19640307,-4.915790,,
19640308,-4.689474,,
19640309,-1.768421,,
19640310,1.068421,,
19640311,1.821053,,
19640312,0.1052632,,
19640313,1.221053,,
19640314,-0.5789474,,
19640315,-1.989474,,
19640316,-1.863158,,
19640317,-2.247368,,
19640318,-1.821052,,
19640319,-0.8842105,,
19640320,0.3684210,,
19640321,5.321054,,
19640322,4.531579,,
19640323,2.873684,,
19640324,2.389474,,
19640325,6.094736,,
19640326,2.605263,,
19640327,3.631579,,
19640328,2.336842,,
19640329,2.021053,,
19640330,3.315789,,
19640331,4.194737,,
19640401,1.747368,,
19640402,3.194737,,
19640403,3.626316,,
19640404,3.689474,,
19640405,3.663158,,
19640406,3.757895,,
19640407,2.442105,,
19640408,4.442105,,
19640409,8.110527,,
19640410,10.24211,,
19640411,8.694736,,
19640412,9.873684,,
19640413,8.836841,,
19640414,7.889474,,
19640415,9.300000,,
19640416,13.33684,,
19640417,16.54210,,
19640418,17.54737,,
19640419,17.93158,,
19640420,17.06842,,
19640421,14.77368,,
19640422,13.03684,,
19640423,11.54737,,
19640424,9.378947,,
19640425,7.536843,,
19640426,9.247368,,
19640427,12.40000,,
19640428,15.83684,,
19640429,13.25789,,
19640430,10.38421,,
19640501,8.768421,,
19640502,9.210525,,
19640503,11.20000,,
19640504,10.71579,,
19640505,9.784211,,
19640506,11.63158,,
19640507,15.00526,,
19640508,13.07369,,
19640509,13.67895,,
19640510,13.73158,,
19640511,13.76316,,
19640512,18.25263,,
19640513,19.57895,,
19640514,12.88421,,
19640515,10.80000,,
19640516,11.21053,,
19640517,13.81579,,
19640518,14.68421,,
19640519,14.24737,,
19640520,11.81579,,
19640521,11.07895,,
19640522,14.81579,,
19640523,17.56316,,
19640524,19.21053,,
19640525,19.50527,,
19640526,19.48948,,
19640527,20.20527,,
19640528,17.68421,,
19640529,19.61053,,
19640530,20.76842,,
19640531,17.71579,,
19640601,19.77895,,
19640602,17.82631,,
19640603,19.28947,,
19640604,19.06842,,
19640605,23.41579,,
19640606,18.10000,,
19640607,20.04210,,
19640608,16.47368,,
19640609,16.02631,,
19640610,19.48421,,
19640611,21.87368,,
19640612,23.39474,,
19640613,27.25789,,
19640614,26.22105,,
19640615,18.40000,,
